Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q92772	CDKL2	CMGC	CDKL	2.69897000433602	0.393339860353279	3.0923098646893	3.09482996506336	-0.353880749485345	-0.360773470643264	0.0168836497761889	3.16666666666667
Q96L96	AlphaK1	Atypical	Alpha	2.69897000433602	0.328828144495079	3.0277981488311	3.0277981488311	-0.29291368103251	-0.29291368103251	0	4
P49841	GSK3[beta]	CMGC	GSK	2.43063963233926	0.234276805276986	2.66491643761625	2.9266482976131	-0.237369367065217	-0.240738653347866	0.0101078588479463	5.88888888888889
P49840	GSK3[alpha]	CMGC	GSK	2.1974635743065	0.302498893708511	2.49996246801501	2.52812180069271	-0.268930486374678	-0.268930486374678	0	4
Q9UHD2	TBK1	Other	IKK	2.3627217568609	0.289376955708981	2.65209871256988	2.47833898488793	-0.301079032578027	-0.270321582199493	0.0421163734591714	3.6
Q86V86	Pim3	CAMK	PIM	1.78580639507969	0.0797599255504759	1.86556632063017	1.79588001734408	-0.100350939213238	-0.103921719836559	0.00755054377653571	56.2222222222222
P28482	ERK2	CMGC	MAPK	1.39154593361399	0.12753045054705	1.51907638416104	1.4089353929735	-0.141425962545209	-0.129154529885946	0.0284944884970715	16.1111111111111
Q9HBH9	MNK2	CAMK	MAPKAPK	1.13569913900542	0.206712535088133	1.34241167409355	1.36125935241544	-0.207979012746535	-0.207979012746535	0	3
Q15131	CDK10	CMGC	CDK	1.28175095479289	0.153914491542403	1.43566544633529	1.35880360944994	-0.180039830901809	-0.171230235742892	0.0117529405060646	6.33333333333333
Q05513	PKC[zeta]	AGC	PKC	1.22723205154955	0.134155622811268	1.36138767436082	1.28775448126088	-0.149325661627568	-0.14552941772263	0.00753293796645739	10.2222222222222
Q04759	PKC[theta]	AGC	PKC	1.20522983301539	0.112258853798366	1.31748868681376	1.27987378695803	-0.123399898163302	-0.120257154496965	0.0082097296138782	20.3333333333333
O95819	HGK/ZC1	STE	STE20	0.850112862892895	0.143072700172923	0.993185563065818	1.19388095793691	-0.144336617809482	-0.174862490558746	0.0591667932807355	4.83333333333333
O43293	DAPK3	CAMK	DAPK	1.00877392430751	0.1791420105603	1.18791593486781	1.18791593486781	-0.191800757714182	-0.191800757714182	NA	3
Q13464	ROCK1	AGC	DMPK	0.893548815726851	0.151395250991319	1.04494406671817	1.18386480016923	-0.175814320196024	-0.196582023048926	0.0284373483002482	3.4
Q16566	CaMK4	CAMK	CAMK1	1.01055823634722	0.146681085507596	1.15723932185482	1.13406733180681	-0.141951077642662	-0.143040154815707	0.0130350247507473	8.88888888888889
P50613	CDK7	CMGC	CDK	0.880813170473179	0.104692715253779	0.985505885726957	1.09422570001833	-0.116110039508777	-0.125808661971825	0.0244808021717884	12.7777777777778
P53778	p38[gamma]	CMGC	MAPK	0.77510772937539	0.0933945507462874	0.868502280121677	1.07572071393812	-0.115113027870366	-0.147791018187321	0.0664299470247875	9.66666666666667
P24723	PKC[eta]	AGC	PKC	0.896859810209327	0.104734534698783	1.00159434490811	1.04988839560368	-0.124094735851605	-0.11921366977244	0.0149207194619142	13.6666666666667
O75582	MSK1	AGC	RSK	0.904366657499462	0.129092754643702	1.03345941214316	1.02920696896799	-0.140502910625935	-0.140502910625935	0	7
O76039	CDKL5	CMGC	CDKL	0.956269852969375	0.129030894596302	1.08530074756568	1.00219218797119	-0.15866478802006	-0.145743982303062	0.0456093457303018	5.75
Q02156	PKC[epsilon]	AGC	PKC	0.907440182153698	0.0845046426260085	0.991944824779706	0.999826316941535	-0.113676654277149	-0.110446542079118	0.00806838443401295	19.1111111111111
Q96S38	RSKL1	AGC	RSKL	0.818714495507784	0.163282523315901	0.981997018823685	0.951340716325816	0.173627356279133	0.173627356279133	0	3
Q00537	PCTAIRE2	CMGC	CDK	0.785156151952302	0.126098402135539	0.911254554087841	0.911254554087841	-0.172032577332616	-0.172032577332616	NA	3
P17252	PKC[alpha]	AGC	PKC	0.792114451001399	0.0896788858163707	0.88179333681777	0.897607461623487	-0.0998656738428941	-0.097060181496687	0.00690537333171563	27.3333333333333
P11309	Pim1	CAMK	PIM	0.815706328689145	0.0697855277459862	0.885491856435131	0.844931302944675	-0.0851094685938786	-0.0835703289758729	0.00358326195084653	58.4444444444444
Q13976	PKG1	AGC	PKG	0.78939867301344	0.0924435810315504	0.881842254044991	0.842724603545965	-0.0933970743279883	-0.0962692766545439	0.00831243954313696	37.3333333333333
Q9P1W9	Pim2	CAMK	PIM	0.685938467899172	0.0695667311019685	0.755505199001141	0.789991992630758	-0.0891165705312565	-0.0912644510806338	0.00930553836981965	37.2222222222222
Q00534	CDK6	CMGC	CDK	0.643389078908139	0.132294583967567	0.775683662875706	0.787152130691691	-0.124439605176723	-0.125910845407177	0.00441372069136275	5.88888888888889
Q13164	ERK5	CMGC	MAPK	0.665819940839155	0.100313416605887	0.766133357445042	0.77860662966112	-0.109166809854219	-0.108402967509662	0.0425538363651427	11.3333333333333
P05771	PKC[beta]	AGC	PKC	0.657594973646599	0.108091168665187	0.765686142311785	0.773843636644152	-0.11294911291721	-0.11294911291721	0	11
P51812	RSK2	AGC	RSK	0.672562531130728	0.0893879861388197	0.761950517269548	0.766009453340123	-0.118993973055033	-0.118993973055033	0	8
P68400	CK2[alpha]1	Other	CK2	0.618470553405005	0.134477757067801	0.752948310472805	0.757140669239326	-0.143586086663512	-0.143586086663512	0	3
P41743	PKC[iota]	AGC	PKC	0.63656449951944	0.0678429899643611	0.704407489483801	0.740167300936516	-0.10226353461627	-0.10776405243188	0.00996711986412033	15.1111111111111
P10398	ARAF	TKL	RAF	0.59819073736138	0.120590484366617	0.718781221727997	0.707699615140919	-0.143661650490405	-0.143661650490405	0	3
P15056	BRAF	TKL	RAF	0.59819073736138	0.120590484366617	0.718781221727997	0.707699615140919	-0.143661650490405	-0.143661650490405	0	3
P31751	Akt2/PKB[beta]	AGC	AKT	0.703238132824586	0.0817900036336658	0.785028136458251	0.701758421503514	-0.0956953376578761	-0.0886394119943846	0.0192406685384451	25.2222222222222
Q9BWU1	CDK11	CMGC	CDK	0.57995270325846	0.103198834418791	0.683151537677251	0.690114440339806	-0.130128934505286	-0.130128934505286	0	4
P27361	ERK1	CMGC	MAPK	0.66971168126007	0.076869476155705	0.746581157415774	0.681686182776001	-0.100261229740345	-0.093864034401625	0.0176134185626574	18.4444444444444
Q05655	PKC[delta]	AGC	PKC	0.587746350077528	0.077596735428671	0.665343085506199	0.648977147415876	-0.0920818340203649	-0.0896775987372702	0.00356519818426758	22.2222222222222
Q13535	ATR	Atypical	PIKK	0.61928015330775	0.101039241300385	0.720319394608135	0.639967328258169	0.116053577763246	0.10943410946173	0.0198584049045467	6.88888888888889
P05129	PKC[gamma]	AGC	PKC	0.54156370185236	0.0647051684939668	0.606268870346326	0.614608245784614	-0.0945338789521347	-0.0958146762501656	0.00451953898403993	14.8888888888889
O60285	NuaK1	CAMK	CAMKL	0.491003680087338	0.104927998300488	0.595931678387826	0.593527990154689	-0.124420146027558	-0.124420146027558	0	3
Q15418	RSK3	AGC	RSK	0.517254268085629	0.0852597543738075	0.602514022459437	0.591658258845345	-0.100804361910512	-0.100804361910512	0	9
Q13627	DYRK1A	CMGC	DYRK	0.480411957811979	0.0991088668809967	0.579520824692976	0.579520824692976	-0.122627593669399	-0.122627593669399	0	3
Q15139	PKD1	CAMK	PKD	0.478511028717039	0.0919520235504315	0.570463052267471	0.555343248967277	-0.108936686995172	-0.108936686995172	0	5
P31749	Akt1/PKB[alpha]	AGC	AKT	0.455636991854922	0.0655313448649183	0.521168336719841	0.528561592610701	-0.0821932775625394	-0.0825257933506935	0.0107439633181775	25.3333333333333
P50750	CDK9	CMGC	CDK	0.434614441430719	0.0812355622733864	0.515850003704105	0.524619406856639	-0.0963402202241817	-0.099643014423496	0.00495419129897138	6.66666666666667
